card_id,disp_id,type,year,month,day,fulldate,date,event_timestamp
V00000053,D00000333,VISA Signature,2018,10,13,2018-10-13,2018-10-13,2022-07-17 18:40:56.810305
V00000751,D00004941,VISA Standard,2018,10,15,2018-10-15,2018-10-15,2022-07-21 01:44:45.810305
V00000614,D00003938,VISA Standard,2018,10,16,2018-10-16,2018-10-16,2022-07-18 00:35:57.810305
V00000957,D00008506,VISA Standard,2018,10,16,2018-10-16,2018-10-16,2022-07-17 18:39:59.810305
V00000001,D00000009,VISA Infinite,2018,10,16,2018-10-16,2018-10-16,2022-07-18 05:33:33.810305
V00000743,D00004862,VISA Infinite,2018,10,18,2018-10-18,2018-10-18,2022-07-20 02:33:06.810305
V00000061,D00000374,VISA Signature,2018,10,18,2018-10-18,2018-10-18,2022-07-16 12:44:27.810305
V00000060,D00000370,VISA Signature,2018,10,18,2018-10-18,2018-10-18,2022-07-24 12:19:38.810305
V00000074,D00000453,VISA Signature,2018,10,18,2018-10-18,2018-10-18,2022-07-15 10:25:15.810305
V00000749,D00004929,VISA Signature,2018,10,19,2018-10-19,2018-10-19,2022-07-21 17:44:50.810305
V00000339,D00002154,VISA Signature,2018,10,19,2018-10-19,2018-10-19,2022-07-25 10:55:23.810305
V00000769,D00005224,VISA Signature,2018,10,20,2018-10-20,2018-10-20,2022-07-22 23:57:36.810305
V00000488,D00003134,VISA Infinite,2018,10,20,2018-10-20,2018-10-20,2022-07-24 14:03:00.810305
V00000031,D00000208,VISA Signature,2018,10,21,2018-10-21,2018-10-21,2022-07-21 05:16:33.810305
V00000542,D00003439,VISA Signature,2018,10,22,2018-10-22,2018-10-22,2022-07-16 01:23:37.810305
V00000750,D00004937,VISA Signature,2018,10,24,2018-10-24,2018-10-24,2022-07-25 00:35:05.810305
V00000855,D00006764,VISA Signature,2018,10,24,2018-10-24,2018-10-24,2022-07-21 19:34:56.810305
V00000299,D00001886,VISA Signature,2018,10,25,2018-10-25,2018-10-25,2022-07-19 19:59:20.810305
V00000158,D00000928,VISA Infinite,2018,10,25,2018-10-25,2018-10-25,2022-07-25 00:39:22.810305
V00000857,D00006789,VISA Standard,2018,10,25,2018-10-25,2018-10-25,2022-07-18 14:29:15.810305
V00000230,D00001388,VISA Infinite,2018,10,25,2018-10-25,2018-10-25,2022-07-18 18:31:24.810305
V00000295,D00001864,VISA Signature,2018,10,26,2018-10-26,2018-10-26,2022-07-20 01:11:23.810305
V00000584,D00003751,VISA Signature,2018,10,28,2018-10-28,2018-10-28,2022-07-24 20:28:28.810305
V00000449,D00002865,VISA Signature,2018,10,28,2018-10-28,2018-10-28,2022-07-25 01:09:19.810305
V00000351,D00002232,VISA Signature,2018,11,1,2018-11-01,2018-11-01,2022-07-16 14:01:17.810305
V00000138,D00000791,VISA Signature,2018,11,2,2018-11-02,2018-11-02,2022-07-24 20:18:00.810305
V00000524,D00003333,VISA Signature,2018,11,2,2018-11-02,2018-11-02,2022-07-21 04:41:46.810305
V00000693,D00004495,VISA Standard,2018,11,3,2018-11-03,2018-11-03,2022-07-17 03:08:06.810305
V00000604,D00003858,VISA Signature,2018,11,4,2018-11-04,2018-11-04,2022-07-23 01:51:36.810305
V00000746,D00004901,VISA Signature,2018,11,4,2018-11-04,2018-11-04,2022-07-20 03:19:17.810305
V00000333,D00002128,VISA Signature,2018,11,4,2018-11-04,2018-11-04,2022-07-24 13:55:39.810305
V00000129,D00000719,VISA Signature,2018,11,5,2018-11-05,2018-11-05,2022-07-21 15:17:28.810305
V00000429,D00002709,VISA Signature,2018,11,5,2018-11-05,2018-11-05,2022-07-17 01:20:39.810305
V00000424,D00002659,VISA Signature,2018,11,6,2018-11-06,2018-11-06,2022-07-18 00:03:12.810305
V00000345,D00002175,VISA Signature,2018,11,7,2018-11-07,2018-11-07,2022-07-17 09:33:11.810305
V00001165,D00012291,VISA Signature,2018,11,8,2018-11-08,2018-11-08,2022-07-25 02:24:06.810305
V00001070,D00010490,VISA Standard,2018,11,8,2018-11-08,2018-11-08,2022-07-17 13:40:37.810305
V00000217,D00001316,VISA Signature,2018,11,9,2018-11-09,2018-11-09,2022-07-25 03:12:32.810305
V00000636,D00004091,VISA Standard,2018,11,9,2018-11-09,2018-11-09,2022-07-20 23:51:28.810305
V00000820,D00006039,VISA Signature,2018,11,10,2018-11-10,2018-11-10,2022-07-15 19:43:57.810305
V00000046,D00000273,VISA Signature,2018,11,10,2018-11-10,2018-11-10,2022-07-23 08:17:34.810305
V00000742,D00004833,VISA Signature,2018,11,10,2018-11-10,2018-11-10,2022-07-19 17:12:31.810305
V00000404,D00002540,VISA Standard,2018,11,12,2018-11-12,2018-11-12,2022-07-25 18:56:04.810305
V00000102,D00000575,VISA Signature,2018,11,12,2018-11-12,2018-11-12,2022-07-16 22:18:09.810305
V00000455,D00002924,VISA Signature,2018,11,13,2018-11-13,2018-11-13,2022-07-19 06:27:54.810305
V00000253,D00001536,VISA Infinite,2018,11,14,2018-11-14,2018-11-14,2022-07-20 15:03:06.810305
V00000570,D00003620,VISA Signature,2018,11,14,2018-11-14,2018-11-14,2022-07-17 23:14:56.810305
V00000027,D00000167,VISA Standard,2018,11,15,2018-11-15,2018-11-15,2022-07-21 14:59:13.810305
V00000580,D00003713,VISA Signature,2018,11,16,2018-11-16,2018-11-16,2022-07-20 09:55:49.810305
V00000409,D00002562,VISA Signature,2018,11,16,2018-11-16,2018-11-16,2022-07-23 02:36:24.810305
V00000205,D00001242,VISA Signature,2018,11,16,2018-11-16,2018-11-16,2022-07-18 07:13:55.810305
V00000773,D00005245,VISA Signature,2018,11,18,2018-11-18,2018-11-18,2022-07-23 21:59:26.810305
V00000487,D00003130,VISA Signature,2018,11,18,2018-11-18,2018-11-18,2022-07-19 07:01:30.810305
V00000177,D00001056,VISA Signature,2018,11,19,2018-11-19,2018-11-19,2022-07-17 07:20:56.810305
V00000632,D00004069,VISA Signature,2018,11,19,2018-11-19,2018-11-19,2022-07-24 07:52:29.810305
V00000445,D00002820,VISA Infinite,2018,11,19,2018-11-19,2018-11-19,2022-07-16 07:01:35.810305
V00001001,D00009247,VISA Signature,2018,11,20,2018-11-20,2018-11-20,2022-07-20 21:31:14.810305
V00000257,D00001589,VISA Signature,2018,11,20,2018-11-20,2018-11-20,2022-07-15 18:51:55.810305
V00000178,D00001057,VISA Signature,2018,11,21,2018-11-21,2018-11-21,2022-07-24 23:27:41.810305
V00000704,D00004553,VISA Infinite,2018,11,21,2018-11-21,2018-11-21,2022-07-20 16:06:37.810305
V00000056,D00000339,VISA Signature,2018,11,22,2018-11-22,2018-11-22,2022-07-17 03:36:11.810305
V00000148,D00000834,VISA Signature,2018,11,22,2018-11-22,2018-11-22,2022-07-20 04:35:50.810305
V00000392,D00002496,VISA Signature,2018,11,22,2018-11-22,2018-11-22,2022-07-23 20:42:49.810305
V00000523,D00003319,VISA Standard,2018,11,23,2018-11-23,2018-11-23,2022-07-19 17:15:32.810305
V00001175,D00012494,VISA Signature,2018,11,24,2018-11-24,2018-11-24,2022-07-24 07:31:08.810305
V00000466,D00002998,VISA Signature,2018,11,25,2018-11-25,2018-11-25,2022-07-16 09:25:41.810305
V00000500,D00003192,VISA Signature,2018,11,26,2018-11-26,2018-11-26,2022-07-23 17:29:39.810305
V00000004,D00000042,VISA Signature,2018,11,26,2018-11-26,2018-11-26,2022-07-15 16:22:39.810305
V00000388,D00002488,VISA Standard,2018,11,26,2018-11-26,2018-11-26,2022-07-16 00:09:18.810305
V00000164,D00000992,VISA Signature,2018,11,29,2018-11-29,2018-11-29,2022-07-16 12:07:01.810305
V00000489,D00003135,VISA Signature,2018,11,29,2018-11-29,2018-11-29,2022-07-17 01:48:04.810305
V00000626,D00003992,VISA Signature,2018,11,30,2018-11-30,2018-11-30,2022-07-16 22:02:30.810305
V00001169,D00012354,VISA Signature,2018,11,30,2018-11-30,2018-11-30,2022-07-19 19:08:04.810305
V00001137,D00011771,VISA Infinite,2018,12,1,2018-12-01,2018-12-01,2022-07-20 02:28:00.810305
V00000677,D00004382,VISA Standard,2018,12,1,2018-12-01,2018-12-01,2022-07-17 02:07:47.810305
V00000020,D00000131,VISA Signature,2018,12,2,2018-12-02,2018-12-02,2022-07-15 23:28:28.810305
V00000657,D00004246,VISA Standard,2018,12,2,2018-12-02,2018-12-02,2022-07-15 06:42:50.810305
V00000219,D00001329,VISA Signature,2018,12,4,2018-12-04,2018-12-04,2022-07-19 07:25:58.810305
V00000819,D00005978,VISA Infinite,2018,12,6,2018-12-06,2018-12-06,2022-07-24 17:40:24.810305
V00001177,D00012535,VISA Infinite,2018,12,6,2018-12-06,2018-12-06,2022-07-22 20:38:12.810305
V00000341,D00002156,VISA Infinite,2018,12,6,2018-12-06,2018-12-06,2022-07-15 13:35:15.810305
V00000692,D00004493,VISA Signature,2018,12,8,2018-12-08,2018-12-08,2022-07-17 11:02:15.810305
V00000715,D00004639,VISA Standard,2018,12,8,2018-12-08,2018-12-08,2022-07-15 04:37:23.810305
V00000131,D00000725,VISA Signature,2018,12,8,2018-12-08,2018-12-08,2022-07-24 22:03:09.810305
V00000201,D00001223,VISA Signature,2018,12,8,2018-12-08,2018-12-08,2022-07-23 02:27:27.810305
V00000605,D00003874,VISA Signature,2018,12,11,2018-12-11,2018-12-11,2022-07-15 12:04:54.810305
V00000306,D00001929,VISA Signature,2018,12,11,2018-12-11,2018-12-11,2022-07-18 20:34:33.810305
V00000378,D00002430,VISA Signature,2018,12,11,2018-12-11,2018-12-11,2022-07-23 03:50:34.810305
V00000549,D00003504,VISA Signature,2018,12,12,2018-12-12,2018-12-12,2022-07-24 05:36:19.810305
V00000371,D00002388,VISA Infinite,2018,12,13,2018-12-13,2018-12-13,2022-07-20 18:27:14.810305
V00000147,D00000826,VISA Standard,2018,12,13,2018-12-13,2018-12-13,2022-07-19 03:48:43.810305
V00000527,D00003348,VISA Standard,2018,12,14,2018-12-14,2018-12-14,2022-07-18 22:24:19.810305
V00000172,D00001030,VISA Signature,2018,12,14,2018-12-14,2018-12-14,2022-07-21 10:17:20.810305
V00000886,D00007325,VISA Signature,2018,12,15,2018-12-15,2018-12-15,2022-07-19 07:07:24.810305
V00000479,D00003085,VISA Signature,2018,12,16,2018-12-16,2018-12-16,2022-07-15 11:43:53.810305
V00000691,D00004492,VISA Signature,2018,12,16,2018-12-16,2018-12-16,2022-07-22 10:10:26.810305
V00000560,D00003577,VISA Signature,2018,12,17,2018-12-17,2018-12-17,2022-07-22 03:29:12.810305
V00000452,D00002910,VISA Signature,2018,12,19,2018-12-19,2018-12-19,2022-07-24 14:00:09.810305
V00000506,D00003236,VISA Infinite,2018,12,19,2018-12-19,2018-12-19,2022-07-21 04:25:27.810305
V00000735,D00004772,VISA Signature,2018,12,19,2018-12-19,2018-12-19,2022-07-24 20:56:51.810305
V00000654,D00004230,VISA Signature,2018,12,21,2018-12-21,2018-12-21,2022-07-25 00:15:06.810305
V00000196,D00001197,VISA Signature,2018,12,22,2018-12-22,2018-12-22,2022-07-23 18:09:31.810305
V00000473,D00003063,VISA Signature,2018,12,22,2018-12-22,2018-12-22,2022-07-16 05:14:46.810305
V00000829,D00006255,VISA Signature,2018,12,22,2018-12-22,2018-12-22,2022-07-15 14:40:10.810305
V00000310,D00001947,VISA Standard,2018,12,23,2018-12-23,2018-12-23,2022-07-20 12:03:42.810305
V00000076,D00000464,VISA Signature,2018,12,23,2018-12-23,2018-12-23,2022-07-25 00:21:06.810305
V00000573,D00003638,VISA Signature,2018,12,23,2018-12-23,2018-12-23,2022-07-16 11:54:15.810305
V00000240,D00001459,VISA Signature,2018,12,23,2018-12-23,2018-12-23,2022-07-18 04:22:36.810305
V00000728,D00004725,VISA Signature,2018,12,24,2018-12-24,2018-12-24,2022-07-20 17:49:24.810305
V00000924,D00007862,VISA Signature,2018,12,24,2018-12-24,2018-12-24,2022-07-18 09:41:00.810305
V00000486,D00003128,VISA Infinite,2018,12,25,2018-12-25,2018-12-25,2022-07-21 19:44:07.810305
V00001081,D00010696,VISA Signature,2018,12,25,2018-12-25,2018-12-25,2022-07-18 01:00:34.810305
V00000753,D00004974,VISA Signature,2018,12,25,2018-12-25,2018-12-25,2022-07-15 19:13:19.810305
V00000442,D00002796,VISA Signature,2018,12,26,2018-12-26,2018-12-26,2022-07-21 07:09:28.810305
V00000125,D00000694,VISA Infinite,2018,12,26,2018-12-26,2018-12-26,2022-07-23 07:54:23.810305
V00000674,D00004360,VISA Signature,2018,12,28,2018-12-28,2018-12-28,2022-07-21 03:55:11.810305
V00000322,D00002063,VISA Signature,2018,12,28,2018-12-28,2018-12-28,2022-07-17 07:52:22.810305
V00000685,D00004467,VISA Signature,2018,12,29,2018-12-29,2018-12-29,2022-07-15 10:12:52.810305
V00000635,D00004083,VISA Signature,2018,12,29,2018-12-29,2018-12-29,2022-07-22 15:12:24.810305
